Results: 20191114_JHL_1qtf
Query: s001A
Select neighbours (check boxes) for viewing as multiple structural alignment or 3D superimposition. The list of neighbours is sorted by Z-score. Similarities with a Z-score lower than 2 are spurious. Each neighbour has links to pairwise structural alignment with the query structure, and to the PDB format coordinate file where the neighbour is superimposed onto the query structure.

  Expand gaps    
Summary
    No:  Chain   Z    rmsd lali nres  %id PDB  Description
 250:  4bnr-A 10.2  3.3  143   237   11 PDB  MOLECULE: HEPATOPANCREAS TRYPSIN;                                    
 251:  1trn-A 10.2  3.1  142   224   12 PDB  MOLECULE: TRYPSIN;                                                   
 252:  6i44-A 10.2  3.3  145   596   14 PDB  MOLECULE: PLASMA KALLIKREIN;                                         
 253:  1an1-E 10.2  3.0  142   223   16 PDB  MOLECULE: TRYPSIN;                                                   
 254:  1amh-A 10.2  3.1  144   223   13 PDB  MOLECULE: ANIONIC TRYPSIN;                                           
 255:  3ber-A 10.2  3.0  128   220   18 PDB  MOLECULE: PROBABLE ATP-DEPENDENT RNA HELICASE DDX47;                 
 256:  5h1y-B 10.2  3.9  137   245   18 PDB  MOLECULE: PROBABLE ATP-DEPENDENT RNA HELICASE DDX41;                 
 257:  1gl9-B 10.1 11.8  181  1020   16 PDB  MOLECULE: REVERSE GYRASE;                                            
 258:  1bda-A 10.1  3.0  144   266   13 PDB  MOLECULE: SINGLE CHAIN TISSUE TYPE PLASMINOGEN ACTIVATOR;            
 259:  4a5t-S 10.1  3.8  148   767   14 PDB  MOLECULE: PLASMINOGEN;                                               
 260:  5wwp-A 10.1  6.2  227   515   11 PDB  MOLECULE: ORF1AB;                                                    
 261:  1qa7-B 10.1  3.3  135   218   16 PDB  MOLECULE: HAV 3C PROTEINASE;                                         
 262:  6o9l-7 10.1  9.4  268   634   12 PDB  MOLECULE: DNA-DIRECTED RNA POLYMERASE II SUBUNIT RPB1;               
 263:  5jb8-S 10.1  3.2  145   236   11 PDB  MOLECULE: COAGULATION FACTOR IX;                                     
 264:  1zjk-A 10.1  3.2  147   389    8 PDB  MOLECULE: MANNAN-BINDING LECTIN SERINE PROTEASE 2;                   
 265:  1s2m-A 10.1  5.0  145   377   17 PDB  MOLECULE: PUTATIVE ATP-DEPENDENT RNA HELICASE DHH1;                  
 266:  1g3c-A 10.1  3.0  142   225   16 PDB  MOLECULE: BETA-TRYPSIN;                                              
 267:  3tbk-A 10.1  4.7  171   524   11 PDB  MOLECULE: RIG-I HELICASE DOMAIN;                                     
 268:  3ly5-B 10.1  2.9  125   213   19 PDB  MOLECULE: ATP-DEPENDENT RNA HELICASE DDX18;                          
 269:  1lto-A 10.0  3.0  139   243   16 PDB  MOLECULE: ALPHA TRYPTASE I;                                          
 270:  2fsh-A 10.0 14.6  182   691   12 PDB  MOLECULE: PREPROTEIN TRANSLOCASE SECA SUBUNIT;                       
 271:  2rb4-A 10.0  3.1  122   164   10 PDB  MOLECULE: ATP-DEPENDENT RNA HELICASE DDX25;                          
 272:  1fxy-A  9.9  3.2  142   229   16 PDB  MOLECULE: COAGULATION FACTOR XA-TRYPSIN CHIMERA;                     
 273:  2j0u-B  9.9 11.2  136   347   13 PDB  MOLECULE: ATP-DEPENDENT RNA HELICASE DDX48;                          
 274:  5o32-I  9.9  3.1  141   241   13 PDB  MOLECULE: COMPLEMENT C3;                                             
 275:  6dcr-B  9.9 11.5  224   600   15 PDB  MOLECULE: PRIMOSOMAL PROTEIN N';                                     
 276:  1fiw-A  9.8  3.3  143   260   15 PDB  MOLECULE: BETA-ACROSIN HEAVY CHAIN;                                  
 277:  2wjy-A  9.8 12.3  215   773   13 PDB  MOLECULE: REGULATOR OF NONSENSE TRANSCRIPTS 1;                       
 278:  1pfx-C  9.8  3.1  143   236   12 PDB  MOLECULE: FACTOR IXA;                                                
 279:  1ky9-B  9.8  3.6  168   396   11 PDB  MOLECULE: PROTEASE DO;                                               
 280:  1qtf-A  9.8  3.1  135   246   15 PDB  MOLECULE: EXFOLIATIVE TOXIN B;                                       
 281:  3f6u-H  9.8  3.1  141   241   13 PDB  MOLECULE: VITAMIN K-DEPENDENT PROTEIN C HEAVY CHAIN;                 
 282:  6dgd-A  9.8 16.4  173   704   10 PDB  MOLECULE: PRIMOSOMAL PROTEIN N';                                     
 283:  4a4d-A  9.8  4.0  136   253   18 PDB  MOLECULE: PROBABLE ATP-DEPENDENT RNA HELICASE DDX5;                  
 284:  1gvz-A  9.7  3.0  141   237   15 PDB  MOLECULE: KALLIKREIN-1E2;                                            
 285:  1z8g-A  9.7  3.1  144   366   13 PDB  MOLECULE: SERINE PROTEASE HEPSIN;                                    
 286:  1pyt-D  9.7  3.2  151   251   14 PDB  MOLECULE: PROCARBOXYPEPTIDASE A;                                     
 287:  1gpz-A  9.7  3.2  142   368   10 PDB  MOLECULE: COMPLEMENT C1R COMPONENT;                                  
 288:  2fsf-B  9.7  9.9  187   723   12 PDB  MOLECULE: PREPROTEIN TRANSLOCASE SECA SUBUNIT;                       
 289:  5fmf-1  9.7  3.4  157   473   18 PDB  MOLECULE: DNA REPAIR HELICASE RAD25, SSL2;                           
 290:  1c5m-D  9.6  2.9  137   241   14 PDB  MOLECULE: PROTEIN (COAGULATION FACTOR X);                            
 291:  6em3-D  9.6  3.0  124   194   13 PDB  MOLECULE: RIBOSOME PRODUCTION FACTOR 1;                              
 292:  2xrc-B  9.6  3.9  139   485   10 PDB  MOLECULE: HUMAN COMPLEMENT FACTOR I;                                 
 293:  4uaq-A  9.6  5.3  206   705   14 PDB  MOLECULE: PROTEIN TRANSLOCASE SUBUNIT SECA 2;                        
 294:  3iuy-A  9.6  3.6  129   213   22 PDB  MOLECULE: PROBABLE ATP-DEPENDENT RNA HELICASE DDX53;                 
 295:  1fiz-A  9.5  3.2  143   263   15 PDB  MOLECULE: BETA-ACROSIN HEAVY CHAIN;                                  
 296:  5ffj-A  9.5  8.8  143  1044   22 PDB  MOLECULE: ENDONUCLEASE AND METHYLASE LLAGI;                          
 297:  4duu-A  9.5  4.0  146   682   14 PDB  MOLECULE: PLASMINOGEN;                                               
 298:  5m59-E  9.5  7.0  292  1740    9 PDB  MOLECULE: PUTATIVE PRE-MRNA SPLICING FACTOR;                         
 299:  1kig-H  9.4  3.1  137   241   12 PDB  MOLECULE: FACTOR XA;                                                 
 300:  1lvm-A  9.4  3.9  148   229   17 PDB  MOLECULE: CATALYTIC DOMAIN OF THE NUCLEAR INCLUSION                  
 301:  1sgf-A  9.4  3.6  130   203   12 PDB  MOLECULE: NERVE GROWTH FACTOR;                                       
 302:  4bxw-B  9.4  3.1  142   288   12 PDB  MOLECULE: FACTOR XA;                                                 
 303:  2xzl-A  9.3 11.3  211   756   11 PDB  MOLECULE: ATP-DEPENDENT HELICASE NAM7;                               
 304:  3mmg-A  9.3  3.8  145   217   12 PDB  MOLECULE: NUCLEAR INCLUSION PROTEIN A;                               
 305:  1em8-A  9.2  2.9  111   147   12 PDB  MOLECULE: DNA POLYMERASE III CHI SUBUNIT;                            
 306:  1mza-A  9.2  3.2  140   240   11 PDB  MOLECULE: PRO-GRANZYME K;                                            
 307:  5i25-A  9.2  3.2  138   596   13 PDB  MOLECULE: COAGULATION FACTOR XI;                                     
 308:  6c66-G  9.2 10.6  217   832   11 PDB  MOLECULE: CRISPR-ASSOCIATED HELICASE, CAS3 FAMILY;                   
 309:  1cvw-H  9.2  3.1  142   255   15 PDB  MOLECULE: COAGULATION FACTOR VIIA (LIGHT CHAIN) (DES-GLA);           
 310:  3dkp-A  9.2  3.1  131   240   15 PDB  MOLECULE: PROBABLE ATP-DEPENDENT RNA HELICASE DDX52;                 
 311:  4pj3-A  9.1  4.6  278  1335    9 PDB  MOLECULE: INTRON-BINDING PROTEIN AQUARIUS;                           
 312:  6jyt-A  9.1  5.1  182   597   12 PDB  MOLECULE: HELICASE;                                                  
 313:  2xrc-A  9.0  2.9  125   461   13 PDB  MOLECULE: HUMAN COMPLEMENT FACTOR I;                                 
 314:  4kkd-B  9.0  3.2  146   405   10 PDB  MOLECULE: MANNAN-BINDING LECTIN SERINE PROTEASE 1;                   
 315:  5edm-A  8.9  3.1  145   550   15 PDB  MOLECULE: PROTHROMBIN;                                               
 316:  4igd-A  8.9  3.4  141   397   12 PDB  MOLECULE: MANNAN-BINDING LECTIN SERINE PROTEASE 1;                   
 317:  5lyo-C  8.8  3.4  147   255   12 PDB  MOLECULE: SUPPRESSOR OF TUMORIGENICITY 14 PROTEIN;                   
 318:  5ean-A  8.7 11.0  238  1051   12 PDB  MOLECULE: DNA REPLICATION ATP-DEPENDENT HELICASE/NUCLEASE D          
 319:  5wwp-B  8.7  8.8  232   591   12 PDB  MOLECULE: ORF1AB;                                                    
 320:  1mbm-A  8.6  3.6  122   198   19 PDB  MOLECULE: CHYMOTRYPSIN-LIKE SERINE PROTEASE;                         
 321:  3t2n-A  8.6  3.6  134   339   13 PDB  MOLECULE: SERINE PROTEASE HEPSIN;                                    
 322:  2xrc-D  8.6  3.2  134   464   11 PDB  MOLECULE: HUMAN COMPLEMENT FACTOR I;                                 
 323:  6jim-B  8.5  7.3  175   455   15 PDB  MOLECULE: HELICASE;                                                  
 324:  5mzn-A  8.5  9.5  194   682   12 PDB  MOLECULE: HELICASE SEN1,HELICASE SEN1;                               
 325:  5zak-A  8.4  5.1  153  1314   12 PDB  MOLECULE: ENDORIBONUCLEASE DICER;                                    
 326:  6bua-A  8.3 19.6  160   942   13 PDB  MOLECULE: DICER-2, ISOFORM A;                                        
 327:  3vkw-A  8.1 11.4  195   440   13 PDB  MOLECULE: REPLICASE LARGE SUBUNIT;                                   
 328:  6kw3-Y  8.0  6.4  226   548   18 PDB  MOLECULE: HISTONE H4;                                                
 329:  2xrc-C  7.3  2.8  121   454   11 PDB  MOLECULE: HUMAN COMPLEMENT FACTOR I;                                 
 330:  2zu6-F  7.2  5.5  134   271   13 PDB  MOLECULE: EUKARYOTIC INITIATION FACTOR 4A-I;                         
 331:  5jyk-B  6.6  4.5  140   412   15 PDB  MOLECULE: PROTEASE DO-LIKE 9;                                        
 332:  6bu9-A  5.9  5.4  181   399   12 PDB  MOLECULE: DICER-2, ISOFORM A;                                        
 333:  6bjr-A  5.4  3.4  140   575   14 PDB  MOLECULE: PROTHROMBIN;                                               
 334:  5y09-B  5.1  6.5  116   369   16 PDB  MOLECULE: PROTEASE DO-LIKE 9;                                        
 335:  4i1s-A  4.4  9.6   96   238    4 PDB  MOLECULE: MELANOMA DIFFERENTIATION ASSOCIATED PROTEIN-5;             
 336:  2qsr-A  2.6  4.6   65   161    6 PDB  MOLECULE: TRANSCRIPTION-REPAIR COUPLING FACTOR;                      
 337:  2d7d-B  2.0  3.8   32    38   13 PDB  MOLECULE: 5'-D(P*TP*TP*T)-3';                                        


Results: 20200129_JHL_1rgq
Query: 1rgqB
MOLECULE: NS3 PROTEASE;
Select neighbours (check boxes) for viewing as multiple structural alignment or 3D superimposition. The list of neighbours is sorted by Z-score. Similarities with a Z-score lower than 2 are spurious. Each neighbour has links to pairwise structural alignment with the query structure, and to the PDB format coordinate file where the neighbour is superimposed onto the query structure.

  Expand gaps    
Summary
    No:  Chain   Z    rmsd lali nres  %id PDB  Description
   1:  1rgq-B 37.7  0.0  186   186  100 PDB  MOLECULE: NS3 PROTEASE;                                              
   2:  5wdx-A 30.8  1.1  184   642   68 PDB  MOLECULE: JFH-1 NS3;                                                 
   3:  6bqj-C 28.2  1.3  180   207   92 PDB  MOLECULE: NS3 PROTEASE;                                              
   4:  1cu1-A 20.7  1.2  186   645   85 PDB  MOLECULE: PROTEIN (PROTEASE/HELICASE NS3);                           
   5:  5ilb-A 15.1  2.7  141   465   18 PDB  MOLECULE: PROTEASE DO-LIKE 2, CHLOROPLASTIC,PROTEASE DO-LIK          
   6:  2w5e-A 14.9  2.3  138   162   12 PDB  MOLECULE: PUTATIVE SERINE PROTEASE;                                  
   7:  3nzi-A 14.7  2.7  142   211   13 PDB  MOLECULE: SERINE PROTEASE HTRA1;                                     
   8:  3nwu-B 14.7  2.6  138   183   14 PDB  MOLECULE: SERINE PROTEASE HTRA1;                                     
   9:  2z9i-A 14.2  2.8  143   284   15 PDB  MOLECULE: PROBABLE SERINE PROTEASE PEPD;                             
  10:  4fln-B 14.2  2.6  135   464   18 PDB  MOLECULE: PROTEASE DO-LIKE 2, CHLOROPLASTIC;                         
  11:  5y28-C 14.0  2.9  142   277   19 PDB  MOLECULE: PERIPLASMIC SERINE ENDOPROTEASE DEGP-LIKE;                 
  12:  3qo6-B 13.9  2.7  143   328   17 PDB  MOLECULE: PROTEASE DO-LIKE 1, CHLOROPLASTIC;                         
  13:  1l1j-A 13.7  2.6  144   226   15 PDB  MOLECULE: HEAT SHOCK PROTEASE HTRA;                                  
  14:  1sgc-A 13.2  2.5  131   181   14 PDB  MOLECULE: PROTEINASE A;                                              
  15:  2w7u-B 13.1  2.8  136   200   11 PDB  MOLECULE: SERINE PROTEASE SPLA;                                      
  16:  4ink-A 13.1  2.9  137   203   11 PDB  MOLECULE: SERINE PROTEASE SPLD;                                      
  17:  5lkl-A 13.1  3.2  156   704   13 PDB  MOLECULE: GENOME POLYPROTEIN;                                        
  18:  4ic5-A 13.0  2.7  133   210   18 PDB  MOLECULE: PROTEASE DO-LIKE 5, CHLOROPLASTIC;                         
  19:  4k1t-C 12.9  3.0  136   203   10 PDB  MOLECULE: SERINE PROTEASE SPLB;                                      
  20:  1qy6-A 12.8  2.8  139   216   12 PDB  MOLECULE: SERINE PROTEASE;                                           
  21:  6u1b-A 12.8  2.8  140   221   14 PDB  MOLECULE: GLUTAMYL ENDOPEPTIDASE;                                    
  22:  5lkl-B 12.8  3.6  158   679   14 PDB  MOLECULE: GENOME POLYPROTEIN;                                        
  23:  2pfe-A 12.7  2.7  136   186   14 PDB  MOLECULE: ALKALINE SERINE PROTEASE;                                  
  24:  2ea3-A 12.7  2.6  134   183   14 PDB  MOLECULE: CHYMOTRYPSIN;                                              
  25:  1p01-A 12.5  2.6  138   199   13 PDB  MOLECULE: ALPHA-LYTIC PROTEASE;                                      
  26:  2qaa-A 12.5  2.7  130   186   14 PDB  MOLECULE: STREPTOGRISIN-B;                                           
  27:  1svp-A 12.4  2.9  129   160   15 PDB  MOLECULE: SINDBIS VIRUS CAPSID PROTEIN;                              
  28:  1hyl-A 12.4  3.0  148   230   12 PDB  MOLECULE: HYPODERMA LINEATUM COLLAGENASE;                            
  29:  5mrr-A 12.4  2.7  138   199   13 PDB  MOLECULE: LYTIC ENDOPEPTIDASE PREPROENZYME;                          
  30:  2sfa-A 12.4  2.6  131   191   14 PDB  MOLECULE: SERINE PROTEINASE;                                         
  31:  1azz-A 12.3  2.9  144   226   11 PDB  MOLECULE: COLLAGENASE;                                               
  32:  2oua-A 12.3  2.6  134   188   10 PDB  MOLECULE: SERINE PROTEASE;                                           
  33:  4ic6-A 12.2  3.1  147   340   14 PDB  MOLECULE: PROTEASE DO-LIKE 8, CHLOROPLASTIC;                         
  34:  4nsy-B 12.2  3.0  149   266   13 PDB  MOLECULE: LYSYL ENDOPEPTIDASE;                                       
  35:  1arc-A 12.2  3.0  149   264   13 PDB  MOLECULE: ACHROMOBACTER PROTEASE I;                                  
  36:  2as9-A 12.2  2.9  135   207    9 PDB  MOLECULE: SERINE PROTEASE;                                           
  37:  2hrv-A 12.1  2.6  116   139   16 PDB  MOLECULE: 2A CYSTEINE PROTEINASE;                                    
  38:  5yvu-B 12.1  2.9  130   601   18 PDB  MOLECULE: GENOME POLYPROTEIN;                                        
  39:  5mm8-A 12.1  2.7  132   197   10 PDB  MOLECULE: SERINE PROTEASE SPLE;                                      
  40:  6urv-F 12.0  3.1  132   155   17 PDB  MOLECULE: NS2B;                                                      
  41:  1hpg-A 11.9  3.0  132   187   13 PDB  MOLECULE: GLUTAMIC ACID SPECIFIC PROTEASE;                           
  42:  1p3c-A 11.9  3.0  137   215    9 PDB  MOLECULE: GLUTAMYL-ENDOPEPTIDASE;                                    
  43:  1fy1-A 11.9  3.1  143   225   14 PDB  MOLECULE: HEPARIN-BINDING PROTEIN;                                   
  44:  3u1i-B 11.9  2.9  132   168   18 PDB  MOLECULE: SERINE PROTEASE SUBUNIT NS2B;                              
  45:  1npm-A 11.8  3.0  141   223   11 PDB  MOLECULE: NEUROPSIN;                                                 
  46:  1b0f-A 11.8  3.3  147   218   15 PDB  MOLECULE: PROTEIN (ELASTASE);                                        
  47:  2j92-A 11.7  3.2  132   201   14 PDB  MOLECULE: PICORNAIN 3C;                                              
  48:  2ijd-1 11.7  2.5  130   644   12 PDB  MOLECULE: PICORNAIN 3C, RNA-DIRECTED RNA POLYMERASE;                 
  49:  1eq9-A 11.7  3.2  144   222   13 PDB  MOLECULE: CHYMOTRYPSIN;                                              
  50:  1euf-A 11.7  2.9  142   224   13 PDB  MOLECULE: DUODENASE;                                                 
  51:  2zch-P 11.7  2.9  144   237   13 PDB  MOLECULE: PROSTATE-SPECIFIC ANTIGEN;                                 
  52:  6e0u-A 11.7  2.9  137   241   12 PDB  MOLECULE: SERINE PROTEASE;                                           
  53:  3ruo-A 11.7  2.7  132   184   15 PDB  MOLECULE: HEVB EV93 3C PROTEASE;                                     
  54:  1agj-A 11.6  3.3  140   242   13 PDB  MOLECULE: EPIDERMOLYTIC TOXIN A;                                     
  55:  1pq5-A 11.6  3.2  141   225   14 PDB  MOLECULE: TRYPSIN;                                                   
  56:  1fuj-A 11.6  3.2  144   221   15 PDB  MOLECULE: PR3;                                                       
  57:  2wv9-A 11.6  4.6  135   600   22 PDB  MOLECULE: FLAVIVIRIN PROTEASE NS2B REGULATORY SUBUNIT, FLAV          
  58:  5mrt-A 11.6  2.6  132   195   13 PDB  MOLECULE: LYTIC ENDOPEPTIDASE PREPROENZYME;                          
  59:  1fi8-B 11.5  3.0  143   227   16 PDB  MOLECULE: NATURAL KILLER CELL PROTEASE 1;                            
  60:  3rp2-A 11.5  3.0  143   224   17 PDB  MOLECULE: RAT MAST CELL PROTEASE II;                                 
  61:  1bqy-A 11.5  2.9  139   235   14 PDB  MOLECULE: PLASMINOGEN ACTIVATOR;                                     
  62:  1bru-P 11.5  3.1  144   241   17 PDB  MOLECULE: ELASTASE;                                                  
  63:  1sgf-G 11.5  3.0  143   232   13 PDB  MOLECULE: NERVE GROWTH FACTOR;                                       
  64:  1m9u-A 11.4  3.1  146   241   12 PDB  MOLECULE: EARTHWORM FIBRINOLYTIC ENZYME;                             
  65:  3cp7-A 11.4  3.0  138   216   11 PDB  MOLECULE: ALKALINE SERINE PROTEASE AL20;                             
  66:  3lkw-A 11.4  3.4  137   211   14 PDB  MOLECULE: FUSION PROTEIN OF NONSTRUCTURAL PROTEIN 2B AND             
  67:  3zv8-A 11.4  2.9  132   188   12 PDB  MOLECULE: 3C PROTEASE;                                               
  68:  5hm2-A 11.4  3.6  136   201   13 PDB  MOLECULE: 3C PROTEINASE;                                             
  69:  1fq3-A 11.3  3.0  143   227   14 PDB  MOLECULE: GRANZYME B;                                                
  70:  5c2z-A 11.3  3.2  138   248   12 PDB  MOLECULE: EXFOLIATIVE TOXIN D2;                                      
  71:  1ao5-A 11.3  2.9  143   236   12 PDB  MOLECULE: GLANDULAR KALLIKREIN-13;                                   
